Year,Week,Ranking,TV,backdrop_path,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,poster_path,vote_average,vote_count
2021,44,6,Lost,/wci4coPpl3DRnXCiLxeGD5Rc4Kc.jpg,2009-06-24,,61389,Saint Seiya: The Lost Canvas,,ja,聖闘士星矢 THE LOST CANVAS 冥王神話,"An orphan known as Tenma becomes one of Athena's 88 warriors known as Saints and finds himself in a war fighting against his best friend Alone who is revealed to be the reincarnation of Athena's biggest enemy, the God Hades.",63.867,/eJNAxUHVXXUSbuc6D1ojSYH6S1r.jpg,8.1,471
2021,44,6,Lost,/pSQdbgTnFaBonBRqnZrmoXOFWE2.jpg,2008-09-03,,15129,Lost in Austen,,en,Lost in Austen,"Modern Amanda enters through a portal in her bathroom, to join the Bennet family and affect events disastrously.",8.508,/cyAOGrVj1x5jrLq1B5RBJvquLcX.jpg,7.3,77
2021,44,6,Lost,/yUZZd4kvqbsR45G2DlpTTrMtr4X.jpg,2011-04-21,,39265,Long Lost Family,,en,Long Lost Family,"Davina McCall and Nicky Campbell present the documentary series which aims to reunite family members after years of separation, and offers a lifeline for people who are desperate to find long-lost relatives.",8.162,/gd03bhPucDRKwJNlMCW2nYkc8i9.jpg,0,0
2021,44,6,Lost,/dNRr2e8B6cAjU3YhS5qbEVo2LZl.jpg,2020-04-13,,96195,Paradise Lost,,en,Paradise Lost,A psychiatrist moves with her family from California to her husband’s hometown in Mississippi only to uncover shameful secrets that irrevocably change the lives of everyone involved.,5.668,/ddmZnaxFkAl2yTCjiaHnxsaydtT.jpg,5.3,3
2021,44,6,Lost,NA,2022-05-27,,202359,Lost Treasures of Rome,,en,Lost Treasures of Rome,"This new series follows International teams of archaeologists on the front line, as they embark on a season of excavations to unravel the secrets of life in the Roman Empire. Crawling beneath Pompeii, unearthing an enormous lost coliseum, and hauling a 2000 year old battleship ram from the depths of the ocean, they race to unlock the secrets of this ancient civilization.",10.645,/yduF1NRWInNthPf6YyF95mEeSqC.jpg,0,0
2021,44,6,Lost,/aydVMJDWON46Fb1YiaFh8ChQD01.jpg,2019-04-06,,88273,Gold Rush: Dave Turin's Lost Mine,,en,Gold Rush: Dave Turin's Lost Mine,"Dave Turin visits several disused gold mines around the Western United States and decides which mine to get up and running, turning it into a profitable, working mine.",13.126,/pwuI6fytScPeDnLpxFPLEZXJYYU.jpg,8.9,7
2021,44,6,Lost,/61AZhYnjayWHld2ocdYtX9k6PKH.jpg,2021-03-15,,118815,The Lost Pirate Kingdom,,en,The Lost Pirate Kingdom,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.,9.023,/gQZpVysbT5FGYVYrsjuwQa2XIay.jpg,7.9,33
2021,44,6,Lost,/kJB50LyeILumAAhSJetPtpiHLmD.jpg,1974-09-07,,2177,Land of the Lost,,en,Land of the Lost,"Rick Marshall and his children Will and Holly were on a weekend expedition rafting trough a river when an enormous earthquake diverts them to an eclectic alien world inhabited by dinosaurs, chimpanzee-like cavemen called Pakuni, and aggressive, humanoid creatures called Sleestak.",6.685,/eMMYJ3ozsr2zXwnZbSkKRxJOyyr.jpg,7.2,27
2021,44,6,Lost,/mpNeO5apIBSh4XUmfWl6CTdWN4v.jpg,2019-10-20,,95739,Lost Cities with Albert Lin,,en,Lost Cities with Albert Lin,A mission to discover and re-create unexcavated worlds still hidden beneath the earth.,5.783,/a6unzZt9LkTjR1hpOlbcyCziZjX.jpg,8,2
2021,44,6,Lost,/wjJJefpfOGw6vZ3bpsJN0tVR97x.jpg,2015-12-11,,66260,Lost & Found Music Studios,,en,Lost & Found Music Studios,"Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession.",4.559,/hlOWMr80oB0uNbp3eUYxUoCrwfJ.jpg,8.8,18
2021,44,6,Lost,/iFlkmrRsWoHG16zMZWxzcG33GaF.jpg,1991-09-07,,11645,Land of the Lost,,en,Land of the Lost,"Land of the Lost is a half-hour Saturday-morning children's series that debuted on ABC in the fall of 1991. Re-runs were later picked up by Nickelodeon. Tiger Toys received the license to produce a toyline based on the series, which included regular and ""talking"" action figures, several dinosaurs and playsets, an electronic Crystal Sword, as well as an electronic LCD game and a board game.

The Porter family, Tom, Kevin, and Annie get sucked into a prehistoric alternative world while taking a family vacation. The Porters build a tree house, hook up with a few locals, Tasha - orphaned, an extra smart dinosaur, Stink - a monkey man, and Christa - another human who has lived in the Land of the Lost since she was a little girl. The Porters must deal with living with dinosaurs and avoiding the evil advanced Sleestaks.",4.284,/hW4Jt47sDXOY9DmTbL84318dFbU.jpg,7.1,11
2021,44,6,Lost,/7LHdyOhCaH3b7xcRxf0EAIg8ESV.jpg,2001-12-25,,46999,The Lost World,,en,The Lost World,"Professor Challenger, on an expedition to South America, shoots an animal that he claims is a pre-historic pterosaur. On his return to England, his fellow Professor, Summerlee, and most of the scientific establishment dismiss it as a hoax. However, an ambitious hunter and womaniser John Roxton and journalist Edward Malone are prepared to undertake the mission to find the truth.",3.45,/5JrEhs1tgi7tSOwlVoEekZJHTOD.jpg,7.4,10
2021,44,7,Reflection of You,/wcQUyqXAPo4Pnz4mZPaMBVh0Uxz.jpg,2021-10-13,,112834,Reflection of You,,ko,너를 닮은 사람,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.,5.62,/AjXKP32QrZehpWjhFiqIs0V0lRa.jpg,7.4,5
2021,44,8,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,44,9,Men on a Mission,/mZsTrylVWYYPkoY793G5G7nBbAa.jpg,2015-12-05,,70672,Men on a Mission,,ko,아는 형님,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.",64.508,/2jIi55JtYKJTL1km8qHMuUilOWo.jpg,7.9,21
2021,44,10,The Gentlemen's League 2,/mMMO71UGVJeqijHFjJiwiHW902X.jpg,2019-06-13,,90534,The Gentlemen's League,,ko,뭉쳐야 찬다,"These former sports superstars were record-breaking Olympians; but on the soccer field, they’re all just middle-aged dads trying to do their best.",15.134,/bo4f0ZkyEmqItgvxo1WCz9jUD8b.jpg,8,1
2021,45,6,Reflection of You,/wcQUyqXAPo4Pnz4mZPaMBVh0Uxz.jpg,2021-10-13,,112834,Reflection of You,,ko,너를 닮은 사람,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.,5.62,/AjXKP32QrZehpWjhFiqIs0V0lRa.jpg,7.4,5
2021,45,7,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,45,9,Men on a Mission,/mZsTrylVWYYPkoY793G5G7nBbAa.jpg,2015-12-05,,70672,Men on a Mission,,ko,아는 형님,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.",64.508,/2jIi55JtYKJTL1km8qHMuUilOWo.jpg,7.9,21
2021,45,10,The Gentlemen's League 2,/mMMO71UGVJeqijHFjJiwiHW902X.jpg,2019-06-13,,90534,The Gentlemen's League,,ko,뭉쳐야 찬다,"These former sports superstars were record-breaking Olympians; but on the soccer field, they’re all just middle-aged dads trying to do their best.",15.134,/bo4f0ZkyEmqItgvxo1WCz9jUD8b.jpg,8,1
2021,46,5,Reflection of You,/wcQUyqXAPo4Pnz4mZPaMBVh0Uxz.jpg,2021-10-13,,112834,Reflection of You,,ko,너를 닮은 사람,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.,5.62,/AjXKP32QrZehpWjhFiqIs0V0lRa.jpg,7.4,5
2021,46,6,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,46,9,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,47,5,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,47,6,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,47,7,Reflection of You,/wcQUyqXAPo4Pnz4mZPaMBVh0Uxz.jpg,2021-10-13,,112834,Reflection of You,,ko,너를 닮은 사람,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.,5.62,/AjXKP32QrZehpWjhFiqIs0V0lRa.jpg,7.4,5
2021,47,10,Men on a Mission,/mZsTrylVWYYPkoY793G5G7nBbAa.jpg,2015-12-05,,70672,Men on a Mission,,ko,아는 형님,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.",64.508,/2jIi55JtYKJTL1km8qHMuUilOWo.jpg,7.9,21
2021,48,3,Reflection of You,/wcQUyqXAPo4Pnz4mZPaMBVh0Uxz.jpg,2021-10-13,,112834,Reflection of You,,ko,너를 닮은 사람,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.,5.62,/AjXKP32QrZehpWjhFiqIs0V0lRa.jpg,7.4,5
2021,48,5,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,48,7,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,48,8,Men on a Mission,/mZsTrylVWYYPkoY793G5G7nBbAa.jpg,2015-12-05,,70672,Men on a Mission,,ko,아는 형님,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick.",64.508,/2jIi55JtYKJTL1km8qHMuUilOWo.jpg,7.9,21
2021,48,10,Lost in Space,/nB8Z2lDOOSpZgTRLUVYSJ74RPof.jpg,2018-04-13,,75758,Lost in Space,,en,Lost in Space,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",51.981,/y8NJnTXzb4rio9uvVYFVrXEMofU.jpg,7.7,1150
2021,48,10,Lost in Space,/fyrAObqU9IBWTu6CwRx7fwA7pFV.jpg,1965-09-15,,3051,Lost in Space,,en,Lost in Space,"The space family Robinson is sent on a five-year mission to find a new planet to colonise. The voyage is sabotaged time and again by an inept stowaway, Dr. Zachary Smith. The family's spaceship, Jupiter II, also carries a friendly robot who endures an endless stream of abuse from Dr. Smith, but is a trusted companion of young Will Robinson",34.679,/dGhtCpYZutuso2P3GKWnQnqwhSi.jpg,7.1,71
2021,48,10,Lost in Space,/1KdrqxptNeFjo80sOiZX67egmQF.jpg,2019-07-03,,88041,Astra Lost in Space,,ja,彼方のアストラ,"In the year 2063, eight high school students and a kid are flown out to Planet Camp, tasked with surviving on their own for a few days. But shortly after arriving, an ominous glowing orb warps them to an unknown quadrant of space, nearly 5,012 light years away. Now, the only way back home is a slow, dangerous trek across the universe—a journey that’ll test them in ways Planet Camp never could.",11.778,/9IkspqaIiNMNL3mS1QmVekYWokv.jpg,7.8,81
2021,49,5,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,49,6,Money Heist,/gFZriCkpJYsApPZEF3jhxL4yLzG.jpg,2017-05-02,,71446,Money Heist,,es,La Casa de Papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",227.424,/reEMJA1uzscCbkpeRJeTT2bjqUp.jpg,8.3,16361
2021,49,6,Money Heist,/5gCRpff1ptTXA8t1smzgEi0z8Ea.jpg,2022-06-24,,112836,Money Heist: Korea - Joint Economic Area,,ko,종이의 집: 공동경제구역,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",81.831,/mbsRGqJtdKcVbjQxkrfzKCAkYoU.jpg,0,0
2021,49,6,Money Heist,/gk1enrMtCVABqJd4ujVwIIeswTT.jpg,2021-09-03,,132719,Money Heist: From Tokyo to Berlin,,es,La Casa de Papel: de Tokio a Berlín,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional and artistic process of filming Money Heist.",57.179,/g0wLsOFpvK5nX5hsIAwXHrpnFLI.jpg,6.9,36
2021,49,7,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,49,8,Just Between Lovers,/yaUxwQ2Axi65gxxzBY0j1WlLBRP.jpg,2017-12-11,,74829,Just Between Lovers,,ko,그냥 사랑하는 사이,Two survivors of a building collapse discover support and love in each other as they overcome the pain of loss and reconstruct a hopeful future.,30.08,/kZyBy282x8S8TRtC2MZev4SXl83.jpg,8.4,25
2021,49,9,Reflection of You,/wcQUyqXAPo4Pnz4mZPaMBVh0Uxz.jpg,2021-10-13,,112834,Reflection of You,,ko,너를 닮은 사람,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.,5.62,/AjXKP32QrZehpWjhFiqIs0V0lRa.jpg,7.4,5
2021,49,10,The Gentlemen's League 2,/mMMO71UGVJeqijHFjJiwiHW902X.jpg,2019-06-13,,90534,The Gentlemen's League,,ko,뭉쳐야 찬다,"These former sports superstars were record-breaking Olympians; but on the soccer field, they’re all just middle-aged dads trying to do their best.",15.134,/bo4f0ZkyEmqItgvxo1WCz9jUD8b.jpg,8,1
2021,50,1,The Hungry and the Hairy,/2xHoTGz7eiSRrXumTnuVvIjq9EZ.jpg,2021-12-11,,134958,The Hungry and the Hairy,,ko,먹보와 털보,"On the motorbike road trip of their dreams, buddies Rain and Ro Hong-chul relax and unwind as they delight in tasty eats and scenic locales around Korea.",3.463,/rwIcENIPYinLyDnmw3L5jX7RQDv.jpg,8,2
2021,50,3,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,50,7,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,50,8,Just Between Lovers,/yaUxwQ2Axi65gxxzBY0j1WlLBRP.jpg,2017-12-11,,74829,Just Between Lovers,,ko,그냥 사랑하는 사이,Two survivors of a building collapse discover support and love in each other as they overcome the pain of loss and reconstruct a hopeful future.,30.08,/kZyBy282x8S8TRtC2MZev4SXl83.jpg,8.4,25
2021,50,10,The Gentlemen's League 2,/mMMO71UGVJeqijHFjJiwiHW902X.jpg,2019-06-13,,90534,The Gentlemen's League,,ko,뭉쳐야 찬다,"These former sports superstars were record-breaking Olympians; but on the soccer field, they’re all just middle-aged dads trying to do their best.",15.134,/bo4f0ZkyEmqItgvxo1WCz9jUD8b.jpg,8,1
2021,51,2,Single’s Inferno,/jRTRcd4TuDRbzsJWwXjt0DRLWbR.jpg,2021-12-18,,139798,Single’s Inferno,,ko,솔로지옥,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",6.686,/86zkkFCrNc4VeqvCANTmpGNgFEF.jpg,8.5,11
2021,51,3,The Hungry and the Hairy,/2xHoTGz7eiSRrXumTnuVvIjq9EZ.jpg,2021-12-11,,134958,The Hungry and the Hairy,,ko,먹보와 털보,"On the motorbike road trip of their dreams, buddies Rain and Ro Hong-chul relax and unwind as they delight in tasty eats and scenic locales around Korea.",3.463,/rwIcENIPYinLyDnmw3L5jX7RQDv.jpg,8,2
2021,51,7,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,51,8,Love After Divorce,/5JVwrepm22zLkdkZTQmPEuFRVqx.jpg,2021-07-11,,128979,Love After Divorce,,ko,돌싱글즈,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",1.657,/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,0,0
2021,52,2,Single’s Inferno,/jRTRcd4TuDRbzsJWwXjt0DRLWbR.jpg,2021-12-18,,139798,Single’s Inferno,,ko,솔로지옥,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",6.686,/86zkkFCrNc4VeqvCANTmpGNgFEF.jpg,8.5,11
2021,52,6,The Hungry and the Hairy,/2xHoTGz7eiSRrXumTnuVvIjq9EZ.jpg,2021-12-11,,134958,The Hungry and the Hairy,,ko,먹보와 털보,"On the motorbike road trip of their dreams, buddies Rain and Ro Hong-chul relax and unwind as they delight in tasty eats and scenic locales around Korea.",3.463,/rwIcENIPYinLyDnmw3L5jX7RQDv.jpg,8,2
2021,52,8,Goblin,/eBorCxtmrG3ejLPwR9LqCT0z642.jpg,2018-01-10,,76286,Goblin Works Garage,,en,Goblin Works Garage,"Three eccentric mechanics, Jimmy de Ville, Ant Partridge and Helen Stanley, are on a mission to bring the once Great British engineering company, Goblin, back to life. Together they restore some of the world's best known cars and bikes, using artisan skill to create wacky and daring designs.",3.518,/hJ1Q4R0jsOCR41JEaZjq433EVT0.jpg,7.5,2
2021,52,8,Goblin,/gT3FZQukuMQbFlubuPAW3mN8dcK.jpg,2021-03-04,,120212,Goblin Works Mod Shop,,en,Goblin Works Mod Shop,"Putting together stunning visual and performance mods based on their one-of-a-kind Goblin style, they treat deserving owners – from trainee vicars to NHS First Responders – to a major mod transformation, turning their cars into one-off personalised rides.

Working with a different client each episode, and just five days and a tight budget to transform each car, the crew tackle everything from wheels and suspension set-ups to vinyl wraps and full body kits. Using their contacts in the custom world they’ll also track down the best workshops and local artisans to realise their clients’ customised designs with a Goblin twist.",3.023,/cfa2Qz5qu5As2qGUvARz6Ww54KE.jpg,5,1
2021,52,8,Goblin,/smSbK5cd8T9XHcxEUcems23BDEF.jpg,2016-12-02,,67915,Goblin,,ko,쓸쓸하고 찬란하神-도깨비,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",85.891,/c2gon6zbqzL73DOl8mPQMMUJXvE.jpg,8.8,2122
2021,52,8,Goblin,/8PCHt7VTlIUNqNlCcuMuTaKEwMt.jpg,2020-07-30,,106935,Kiss Goblin,,ko,키스요괴,"Ban Sook, a 160 year old goblin, needs to kiss 10 times to become a human being. With each kiss, he learns a human emotion.  Can a goblin who wants to be a human being and a human being who hates other human beings coexist?",29.518,/n7LpXbOys3qNAryJDHYanyb6jYd.jpg,6.5,4
2021,52,8,Goblin,/pi2pVLnahwX7djloMLq06OLQLOP.jpg,2018-10-07,,82591,Goblin Slayer,,ja,ゴブリンスレイヤー,"Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

A young priestess has formed her first adventuring party, but almost immediately they find themselves in distress. It's the Goblin Slayer who comes to their rescue—a man who's dedicated his life to the extermination of all goblins, by any means necessary. As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizard-man, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good.",34.525,/x8ZQyxAFjz9jtCGivbOMYUC4Tp3.jpg,8.4,340
2021,52,8,Goblin,/9lNqpkDn4W1vV5oYeVFGfDt9Hqx.jpg,2017-07-30,,74120,Night Goblin,,ko,밤도깨비,"Lee Soo-geun, Jeong Hyeong-don, Park Sung-kwang, Lee Hong-gi, and JR from NU’EST race to be the first one to arrive at the most popular destinations first for a prize every week. Cast members, or the “Night Goblins,” start the race at midnight where they must stay awake all night to get to the destination first the next morning.",1.96,/e87xyEDWw6fsiRKfQBBCWboLQ90.jpg,0,0
2021,52,8,Goblin,/yVmW1IGXYVQlMFsEAXNUIAR8OL9.jpg,2008-10-08,,42960,Box of Goblins,,ja,魍魎の匣,"Between August and October, 1952, a series of unusual crimes takes place in Musashino and Mitaka: the attempted murder of 14-year-old Kanako Yuzuki, Kanako's abduction from the strange research ""hospital"" where she was recovering, then abductions of other girls, followed by their severed limbs in custom-fitted boxes being placed in surrounding towns. News editor Morihiko Toriguchi and crime fiction writer Tatsumi Sekiguchi investigate with the help of onmyōji Akihiko Chūzenji.",5.414,/iNpdxX6mmogeJJJ6vDpuFwYTtCJ.jpg,5.5,7
2021,52,8,Goblin,/hkm8OhtvwVZUId069MjY6u6Ed3n.jpg,1980-09-02,,66251,Kaibutsu-kun,,ja,怪物くん,"The story of the prince of the land of monsters. As part of his training to succeed the throne, he visits the human world, where he has various adventures with other monsters.",5.477,/xpBE2Y2drI7pbyuzOZIJrS8uWiz.jpg,8.5,2
2021,52,8,Goblin,NA,2020-10-23,,136965,Goblins of IO,,en,Goblins of IO,The World of Io is a Homebrew Dungeons and Dragons 5e setting where the player's actions have consequences.,0.621,NA,0,0
2021,52,9,I Am Solo,NA,2021-07-14,,129236,I Am Solo,,ko,나는 SOLO,,1.533,/rHJofki22Vdl4k6QnzRVwSVaYv9.jpg,0,0
2021,52,10,The Gentlemen's League 2,/mMMO71UGVJeqijHFjJiwiHW902X.jpg,2019-06-13,,90534,The Gentlemen's League,,ko,뭉쳐야 찬다,"These former sports superstars were record-breaking Olympians; but on the soccer field, they’re all just middle-aged dads trying to do their best.",15.134,/bo4f0ZkyEmqItgvxo1WCz9jUD8b.jpg,8,1
2022,1,1,Single’s Inferno,/jRTRcd4TuDRbzsJWwXjt0DRLWbR.jpg,2021-12-18,,139798,Single’s Inferno,,ko,솔로지옥,"On a deserted island, flirtatious singles look for love, because only as a couple can they leave the island for a romantic date in paradise.",6.686,/86zkkFCrNc4VeqvCANTmpGNgFEF.jpg,8.5,11
2022,1,5,Goblin,/eBorCxtmrG3ejLPwR9LqCT0z642.jpg,2018-01-10,,76286,Goblin Works Garage,,en,Goblin Works Garage,"Three eccentric mechanics, Jimmy de Ville, Ant Partridge and Helen Stanley, are on a mission to bring the once Great British engineering company, Goblin, back to life. Together they restore some of the world's best known cars and bikes, using artisan skill to create wacky and daring designs.",3.518,/hJ1Q4R0jsOCR41JEaZjq433EVT0.jpg,7.5,2
2022,1,5,Goblin,/gT3FZQukuMQbFlubuPAW3mN8dcK.jpg,2021-03-04,,120212,Goblin Works Mod Shop,,en,Goblin Works Mod Shop,"Putting together stunning visual and performance mods based on their one-of-a-kind Goblin style, they treat deserving owners – from trainee vicars to NHS First Responders – to a major mod transformation, turning their cars into one-off personalised rides.

Working with a different client each episode, and just five days and a tight budget to transform each car, the crew tackle everything from wheels and suspension set-ups to vinyl wraps and full body kits. Using their contacts in the custom world they’ll also track down the best workshops and local artisans to realise their clients’ customised designs with a Goblin twist.",3.023,/cfa2Qz5qu5As2qGUvARz6Ww54KE.jpg,5,1
2022,1,5,Goblin,/smSbK5cd8T9XHcxEUcems23BDEF.jpg,2016-12-02,,67915,Goblin,,ko,쓸쓸하고 찬란하神-도깨비,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",85.891,/c2gon6zbqzL73DOl8mPQMMUJXvE.jpg,8.8,2122
2022,1,5,Goblin,/8PCHt7VTlIUNqNlCcuMuTaKEwMt.jpg,2020-07-30,,106935,Kiss Goblin,,ko,키스요괴,"Ban Sook, a 160 year old goblin, needs to kiss 10 times to become a human being. With each kiss, he learns a human emotion.  Can a goblin who wants to be a human being and a human being who hates other human beings coexist?",29.518,/n7LpXbOys3qNAryJDHYanyb6jYd.jpg,6.5,4
2022,1,5,Goblin,/pi2pVLnahwX7djloMLq06OLQLOP.jpg,2018-10-07,,82591,Goblin Slayer,,ja,ゴブリンスレイヤー,"Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

A young priestess has formed her first adventuring party, but almost immediately they find themselves in distress. It's the Goblin Slayer who comes to their rescue—a man who's dedicated his life to the extermination of all goblins, by any means necessary. As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizard-man, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good.",34.525,/x8ZQyxAFjz9jtCGivbOMYUC4Tp3.jpg,8.4,340
2022,1,5,Goblin,/9lNqpkDn4W1vV5oYeVFGfDt9Hqx.jpg,2017-07-30,,74120,Night Goblin,,ko,밤도깨비,"Lee Soo-geun, Jeong Hyeong-don, Park Sung-kwang, Lee Hong-gi, and JR from NU’EST race to be the first one to arrive at the most popular destinations first for a prize every week. Cast members, or the “Night Goblins,” start the race at midnight where they must stay awake all night to get to the destination first the next morning.",1.96,/e87xyEDWw6fsiRKfQBBCWboLQ90.jpg,0,0
2022,1,5,Goblin,/yVmW1IGXYVQlMFsEAXNUIAR8OL9.jpg,2008-10-08,,42960,Box of Goblins,,ja,魍魎の匣,"Between August and October, 1952, a series of unusual crimes takes place in Musashino and Mitaka: the attempted murder of 14-year-old Kanako Yuzuki, Kanako's abduction from the strange research ""hospital"" where she was recovering, then abductions of other girls, followed by their severed limbs in custom-fitted boxes being placed in surrounding towns. News editor Morihiko Toriguchi and crime fiction writer Tatsumi Sekiguchi investigate with the help of onmyōji Akihiko Chūzenji.",5.414,/iNpdxX6mmogeJJJ6vDpuFwYTtCJ.jpg,5.5,7
2022,1,5,Goblin,/hkm8OhtvwVZUId069MjY6u6Ed3n.jpg,1980-09-02,,66251,Kaibutsu-kun,,ja,怪物くん,"The story of the prince of the land of monsters. As part of his training to succeed the throne, he visits the human world, where he has various adventures with other monsters.",5.477,/xpBE2Y2drI7pbyuzOZIJrS8uWiz.jpg,8.5,2
2022,1,5,Goblin,NA,2020-10-23,,136965,Goblins of IO,,en,Goblins of IO,The World of Io is a Homebrew Dungeons and Dragons 5e setting where the player's actions have consequences.,0.621,NA,0,0
